node_id,timestamp,packet_count,battery_level,error_rate,signal_strength,transmission_delay,status,anomaly_score,is_anomaly,explanation
Node_5,2026-05-21 08:17:33,23,89.27,0.014,-52.4,15.1,normal,-0.1408,False,
Node_3,2026-05-21 08:17:33,39,85.94,0.059,-62.9,24.7,normal,-0.153,False,
Node_2,2026-05-21 08:17:33,13,79.77,0.422,-54.6,75.1,communication_error,-0.0151,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:17:33,33,74.52,0.032,-48.2,10.8,normal,-0.1846,False,
Node_4,2026-05-21 08:17:33,42,88.14,0.031,-60.4,19.1,normal,-0.1596,False,
Node_10,2026-05-21 08:17:53,17,92.11,0.063,-59.6,16.3,normal,-0.1313,False,
Node_9,2026-05-21 08:17:53,21,67.74,0.325,-71.7,200.4,packet_loss,0.0,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:17:53,16,78.07,0.044,-60.2,21.0,normal,-0.1618,False,
Node_7,2026-05-21 08:17:53,19,67.2,0.024,-73.0,11.8,node_silence,-0.1185,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 08:17:53,4,24.57,0.68,-71.2,422.7,node_failure,0.0481,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_4,2026-05-21 08:17:53,36,87.98,0.026,-48.3,11.9,normal,-0.1535,False,
Node_3,2026-05-21 08:17:53,184,85.79,0.11,-71.0,25.0,suspicious_activity,0.0142,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:17:53,20,79.63,0.516,-78.7,38.4,communication_error,0.0144,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:17:53,40,74.27,0.074,-51.7,23.6,normal,-0.1757,False,
Node_5,2026-05-21 08:17:53,13,10.73,0.041,-61.8,41.2,energy_drop,-0.0669,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_10,2026-05-21 08:18:13,27,91.92,0.036,-64.0,11.0,normal,-0.1311,False,
Node_9,2026-05-21 08:18:13,9,67.53,0.345,-52.6,258.9,packet_loss,0.0291,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:18:13,45,78.02,0.044,-63.2,15.8,normal,-0.1612,False,
Node_7,2026-05-21 08:18:13,34,67.08,0.024,-57.7,8.2,normal,-0.1803,False,
Node_6,2026-05-21 08:18:13,1,30.0,0.849,-75.3,410.8,node_failure,0.0777,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:18:13,26,10.82,0.026,-76.5,15.2,energy_drop,-0.0427,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_3,2026-05-21 08:18:13,38,85.65,0.058,-60.2,13.9,normal,-0.1758,False,
Node_1,2026-05-21 08:18:13,38,74.2,0.017,-52.3,9.7,normal,-0.1707,False,
Node_4,2026-05-21 08:18:13,35,87.84,0.019,-61.2,19.2,normal,-0.1582,False,
Node_2,2026-05-21 08:18:13,18,79.54,0.041,-60.7,17.6,normal,-0.1717,False,
Node_1,2026-05-21 08:18:33,33,74.07,0.013,-46.0,16.9,normal,-0.1416,False,
Node_2,2026-05-21 08:18:33,24,79.33,0.702,-61.3,40.3,communication_error,0.0008,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_3,2026-05-21 08:18:33,26,85.6,0.016,-47.7,23.5,normal,-0.1487,False,
Node_4,2026-05-21 08:18:33,26,87.6,0.013,-48.8,16.8,normal,-0.1541,False,
Node_5,2026-05-21 08:18:33,17,89.03,0.035,-64.3,11.3,normal,-0.1317,False,
Node_6,2026-05-21 08:18:33,1,32.28,0.605,-66.7,228.4,node_failure,0.0064,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_7,2026-05-21 08:18:33,21,66.88,0.021,-53.7,7.6,normal,-0.1763,False,
Node_8,2026-05-21 08:18:33,18,77.79,0.079,-58.6,19.6,normal,-0.1712,False,
Node_9,2026-05-21 08:18:33,39,67.4,0.012,-54.7,24.5,normal,-0.1601,False,
Node_10,2026-05-21 08:18:33,22,91.76,0.069,-53.8,18.0,normal,-0.1496,False,
Node_7,2026-05-21 08:18:53,15,66.71,0.035,-54.2,7.0,normal,-0.1644,False,
Node_10,2026-05-21 08:18:53,39,91.52,0.047,-50.6,9.1,normal,-0.1362,False,
Node_9,2026-05-21 08:18:53,10,67.21,0.335,-52.0,214.4,packet_loss,0.014,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:18:53,16,77.69,0.062,-58.4,20.9,normal,-0.166,False,
Node_6,2026-05-21 08:18:53,35,66.45,0.073,-49.5,19.0,normal,-0.1976,False,
Node_4,2026-05-21 08:18:53,43,87.38,0.066,-49.7,21.6,normal,-0.161,False,
Node_3,2026-05-21 08:18:53,295,85.51,0.103,-58.4,32.9,suspicious_activity,0.0413,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:18:53,20,79.24,0.353,-58.4,62.7,communication_error,-0.0543,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:18:53,20,73.88,0.072,-45.7,18.1,normal,-0.1499,False,
Node_5,2026-05-21 08:18:53,17,88.9,0.019,-63.6,21.6,normal,-0.1234,False,
Node_5,2026-05-21 08:19:13,28,13.31,0.08,-66.8,49.6,energy_drop,-0.07,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_1,2026-05-21 08:19:13,20,73.8,0.057,-54.6,11.8,normal,-0.191,False,
Node_2,2026-05-21 08:19:13,32,79.04,0.046,-46.2,21.0,normal,-0.154,False,
Node_3,2026-05-21 08:19:13,297,85.46,0.076,-53.4,21.5,suspicious_activity,0.0184,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_4,2026-05-21 08:19:13,29,87.28,0.048,-52.6,5.3,normal,-0.1492,False,
Node_6,2026-05-21 08:19:13,32,66.36,0.019,-62.9,22.7,normal,-0.1822,False,
Node_7,2026-05-21 08:19:13,45,66.48,0.05,-56.9,24.5,normal,-0.1781,False,
Node_8,2026-05-21 08:19:13,40,77.54,0.038,-55.8,14.4,normal,-0.1842,False,
Node_9,2026-05-21 08:19:13,14,67.14,0.165,-79.5,147.7,packet_loss,0.0204,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_10,2026-05-21 08:19:13,39,91.4,0.065,-62.2,22.8,normal,-0.1378,False,
Node_7,2026-05-21 08:19:33,27,66.37,0.046,-58.3,16.8,node_silence,-0.2094,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 08:19:33,1,21.69,0.749,-77.0,416.3,node_failure,0.0779,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_9,2026-05-21 08:19:33,23,67.07,0.207,-72.9,205.5,packet_loss,-0.0037,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:19:33,18,77.44,0.065,-62.3,7.1,normal,-0.1594,False,
Node_10,2026-05-21 08:19:33,35,91.35,0.016,-63.4,24.7,normal,-0.1078,False,
Node_5,2026-05-21 08:19:33,22,88.61,0.048,-56.0,19.7,normal,-0.1665,False,
Node_3,2026-05-21 08:19:33,31,85.29,0.054,-52.6,8.5,normal,-0.177,False,
Node_1,2026-05-21 08:19:33,45,73.61,0.012,-54.7,21.6,normal,-0.1508,False,
Node_4,2026-05-21 08:19:33,25,87.1,0.03,-51.4,14.9,normal,-0.1775,False,
Node_2,2026-05-21 08:19:33,15,78.84,0.629,-62.5,71.1,communication_error,-0.0052,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:19:53,16,73.47,0.047,-60.7,9.1,normal,-0.1674,False,
Node_2,2026-05-21 08:19:53,20,78.68,0.026,-47.4,22.6,normal,-0.1619,False,
Node_3,2026-05-21 08:19:53,274,85.22,0.072,-51.5,31.8,suspicious_activity,0.0318,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_4,2026-05-21 08:19:53,41,86.88,0.028,-62.4,24.6,normal,-0.1462,False,
Node_5,2026-05-21 08:19:53,31,88.5,0.062,-54.2,11.6,normal,-0.1724,False,
Node_7,2026-05-21 08:19:53,25,66.15,0.045,-69.7,25.2,node_silence,-0.1437,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_8,2026-05-21 08:19:53,23,77.38,0.075,-62.8,10.3,normal,-0.174,False,
Node_9,2026-05-21 08:19:53,8,66.92,0.254,-79.9,255.3,packet_loss,0.0467,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_10,2026-05-21 08:19:53,20,91.11,0.049,-53.0,7.9,normal,-0.1375,False,
Node_6,2026-05-21 08:19:53,2,39.83,0.923,-60.4,212.1,node_failure,0.0453,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_10,2026-05-21 08:20:13,28,90.86,0.018,-45.0,15.7,normal,-0.0875,False,
Node_6,2026-05-21 08:20:13,18,65.92,0.072,-62.1,18.6,normal,-0.1954,False,
Node_9,2026-05-21 08:20:13,20,66.76,0.021,-61.9,24.1,normal,-0.1852,False,
Node_8,2026-05-21 08:20:13,37,77.24,0.047,-51.1,19.1,normal,-0.1884,False,
Node_7,2026-05-21 08:20:13,21,65.92,0.054,-64.9,13.1,normal,-0.1864,False,
Node_5,2026-05-21 08:20:13,26,88.33,0.064,-48.2,5.1,normal,-0.1395,False,
Node_3,2026-05-21 08:20:13,45,85.06,0.065,-51.8,21.1,normal,-0.1626,False,
Node_2,2026-05-21 08:20:13,29,78.61,0.464,-51.6,60.8,communication_error,-0.0082,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:20:13,43,73.33,0.029,-54.0,18.1,normal,-0.1813,False,
Node_4,2026-05-21 08:20:13,32,86.78,0.027,-60.1,19.7,normal,-0.1705,False,
Node_10,2026-05-21 08:20:33,24,90.81,0.076,-56.9,5.6,normal,-0.1258,False,
Node_9,2026-05-21 08:20:33,23,66.58,0.029,-48.5,20.9,normal,-0.1969,False,
Node_8,2026-05-21 08:20:33,28,77.08,0.04,-57.6,14.0,normal,-0.1913,False,
Node_7,2026-05-21 08:20:33,19,65.67,0.03,-79.6,17.7,node_silence,-0.0724,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 08:20:33,29,65.73,0.074,-51.7,14.4,normal,-0.196,False,
Node_5,2026-05-21 08:20:33,23,11.98,0.077,-68.0,39.8,energy_drop,-0.0725,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_3,2026-05-21 08:20:33,207,84.97,0.061,-62.5,21.0,suspicious_activity,-0.0355,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:20:33,23,78.41,0.022,-51.8,9.2,normal,-0.1776,False,
Node_1,2026-05-21 08:20:33,38,73.08,0.038,-54.3,5.4,normal,-0.169,False,
Node_4,2026-05-21 08:20:33,28,86.72,0.077,-58.9,16.0,normal,-0.1712,False,
Node_8,2026-05-21 08:20:53,31,76.83,0.073,-49.4,12.2,normal,-0.1768,False,
Node_10,2026-05-21 08:20:53,40,90.68,0.072,-46.6,17.0,normal,-0.1176,False,
Node_9,2026-05-21 08:20:53,39,66.38,0.054,-53.3,21.0,normal,-0.1904,False,
Node_6,2026-05-21 08:20:53,0,16.16,0.817,-73.1,337.7,node_failure,0.0608,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_7,2026-05-21 08:20:53,43,65.59,0.013,-56.7,15.6,normal,-0.1685,False,
Node_4,2026-05-21 08:20:53,32,86.58,0.032,-54.5,21.4,normal,-0.1791,False,
Node_5,2026-05-21 08:20:53,44,88.17,0.066,-62.8,5.3,normal,-0.1261,False,
Node_3,2026-05-21 08:20:53,307,84.75,0.118,-56.7,33.9,suspicious_activity,0.0497,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:20:53,38,78.18,0.028,-45.5,14.2,normal,-0.1353,False,
Node_1,2026-05-21 08:20:53,41,72.96,0.01,-52.8,15.2,normal,-0.1611,False,
Node_10,2026-05-21 08:21:13,35,90.6,0.08,-53.4,16.1,normal,-0.1397,False,
Node_9,2026-05-21 08:21:13,39,66.33,0.07,-49.3,8.9,normal,-0.1794,False,
Node_8,2026-05-21 08:21:13,41,76.67,0.062,-58.1,20.1,normal,-0.1804,False,
Node_7,2026-05-21 08:21:13,34,65.39,0.033,-58.8,11.8,normal,-0.1944,False,
Node_6,2026-05-21 08:21:13,3,38.79,0.787,-57.7,365.0,node_failure,0.0313,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:21:13,17,9.33,0.027,-55.4,44.3,energy_drop,-0.0723,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:21:13,26,86.5,0.059,-57.6,24.9,normal,-0.171,False,
Node_3,2026-05-21 08:21:13,235,84.55,0.074,-72.5,13.3,suspicious_activity,0.0181,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:21:13,12,78.05,0.737,-74.6,51.8,communication_error,0.0454,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:21:13,34,72.81,0.065,-65.0,10.8,normal,-0.1749,False,
Node_10,2026-05-21 08:21:33,31,90.39,0.067,-56.4,16.0,normal,-0.1592,False,
Node_9,2026-05-21 08:21:33,22,66.14,0.249,-54.7,137.9,packet_loss,-0.0577,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:21:33,20,76.49,0.025,-51.8,21.1,normal,-0.1787,False,
Node_7,2026-05-21 08:21:33,43,65.31,0.017,-52.3,20.6,normal,-0.1675,False,
Node_6,2026-05-21 08:21:33,40,65.27,0.028,-46.4,16.6,normal,-0.1561,False,
Node_5,2026-05-21 08:21:33,38,87.78,0.073,-63.6,18.6,normal,-0.1542,False,
Node_4,2026-05-21 08:21:33,18,86.43,0.033,-58.9,22.4,normal,-0.1643,False,
Node_3,2026-05-21 08:21:33,39,84.43,0.044,-63.0,9.4,normal,-0.1556,False,
Node_2,2026-05-21 08:21:33,35,77.86,0.034,-49.1,15.4,normal,-0.1843,False,
Node_1,2026-05-21 08:21:33,17,72.62,0.06,-63.4,19.5,normal,-0.173,False,
Node_10,2026-05-21 08:21:53,19,90.27,0.015,-60.0,12.2,normal,-0.1268,False,
Node_9,2026-05-21 08:21:53,11,65.96,0.219,-65.6,180.4,packet_loss,-0.0379,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:21:53,34,76.37,0.043,-54.2,7.4,normal,-0.1849,False,
Node_7,2026-05-21 08:21:53,18,65.23,0.085,-52.4,9.5,node_silence,-0.1769,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 08:21:53,41,65.09,0.059,-50.1,20.1,normal,-0.1904,False,
Node_4,2026-05-21 08:21:53,42,86.21,0.011,-56.4,16.2,normal,-0.142,False,
Node_3,2026-05-21 08:21:53,35,84.24,0.033,-48.6,18.2,normal,-0.174,False,
Node_2,2026-05-21 08:21:53,26,77.78,0.385,-66.9,44.7,communication_error,-0.0502,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:21:53,22,72.47,0.03,-50.9,23.9,normal,-0.1883,False,
Node_5,2026-05-21 08:21:53,27,14.13,0.051,-60.0,45.2,energy_drop,-0.0858,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_7,2026-05-21 08:22:13,40,65.02,0.088,-52.7,13.8,node_silence,-0.1698,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_10,2026-05-21 08:22:13,25,90.18,0.074,-54.6,18.6,normal,-0.1604,False,
Node_9,2026-05-21 08:22:13,23,65.79,0.328,-54.2,266.1,packet_loss,0.021,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:22:13,17,76.28,0.062,-49.8,14.7,normal,-0.1758,False,
Node_6,2026-05-21 08:22:13,4,17.12,0.621,-79.1,285.4,node_failure,0.0467,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:22:13,43,87.36,0.023,-54.7,13.6,normal,-0.1617,False,
Node_4,2026-05-21 08:22:13,44,86.09,0.065,-47.9,10.5,normal,-0.1505,False,
Node_3,2026-05-21 08:22:13,42,84.1,0.059,-56.7,8.9,normal,-0.1662,False,
Node_2,2026-05-21 08:22:13,29,77.59,0.682,-50.3,33.2,communication_error,0.0238,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:22:13,30,72.34,0.077,-64.4,24.2,normal,-0.1709,False,
Node_10,2026-05-21 08:22:33,15,90.01,0.062,-64.4,7.0,normal,-0.1039,False,
Node_9,2026-05-21 08:22:33,21,65.66,0.254,-57.3,232.3,packet_loss,-0.0245,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:22:33,39,76.13,0.037,-61.2,17.4,normal,-0.1843,False,
Node_7,2026-05-21 08:22:33,35,64.79,0.032,-53.8,6.9,normal,-0.187,False,
Node_6,2026-05-21 08:22:33,4,22.72,0.649,-78.2,365.1,node_failure,0.054,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:22:33,23,8.33,0.023,-79.0,23.2,energy_drop,-0.0168,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:22:33,18,86.04,0.024,-49.5,7.1,normal,-0.1426,False,
Node_3,2026-05-21 08:22:33,19,83.9,0.042,-48.6,5.5,normal,-0.1416,False,
Node_2,2026-05-21 08:22:33,22,77.46,0.671,-55.4,50.8,communication_error,0.014,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:22:33,21,72.21,0.011,-55.8,7.1,normal,-0.1567,False,
Node_10,2026-05-21 08:22:53,45,89.9,0.064,-61.9,22.8,normal,-0.1342,False,
Node_9,2026-05-21 08:22:53,12,65.54,0.233,-68.8,128.8,packet_loss,-0.0416,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:22:53,21,76.01,0.018,-56.5,13.8,normal,-0.1768,False,
Node_7,2026-05-21 08:22:53,17,64.68,0.042,-69.1,17.6,node_silence,-0.1465,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 08:22:53,2,20.47,0.62,-67.8,309.7,node_failure,0.0167,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_4,2026-05-21 08:22:53,21,85.9,0.029,-52.9,21.7,normal,-0.1746,False,
Node_3,2026-05-21 08:22:53,190,83.73,0.121,-63.1,34.5,suspicious_activity,0.0016,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:22:53,22,77.24,0.042,-54.1,17.4,normal,-0.1883,False,
Node_1,2026-05-21 08:22:53,22,72.1,0.04,-60.4,22.6,normal,-0.19,False,
Node_5,2026-05-21 08:22:53,17,9.51,0.075,-79.1,33.6,energy_drop,-0.0078,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_5,2026-05-21 08:23:13,27,87.1,0.045,-52.9,9.2,normal,-0.1741,False,
Node_1,2026-05-21 08:23:13,26,72.02,0.054,-62.2,11.1,normal,-0.1986,False,
Node_2,2026-05-21 08:23:13,26,77.02,0.606,-65.7,63.1,communication_error,-0.0105,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_3,2026-05-21 08:23:13,17,83.61,0.032,-53.3,20.3,normal,-0.1677,False,
Node_4,2026-05-21 08:23:13,35,85.76,0.014,-59.9,6.2,normal,-0.1432,False,
Node_6,2026-05-21 08:23:13,5,18.4,0.852,-63.7,356.9,node_failure,0.0547,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_7,2026-05-21 08:23:13,33,64.6,0.041,-54.3,24.9,normal,-0.1983,False,
Node_8,2026-05-21 08:23:13,31,75.77,0.05,-56.6,5.9,normal,-0.1757,False,
Node_9,2026-05-21 08:23:13,22,65.4,0.04,-61.0,6.3,normal,-0.1837,False,
Node_10,2026-05-21 08:23:13,34,89.77,0.052,-64.4,9.5,normal,-0.1356,False,
Node_8,2026-05-21 08:23:33,21,75.7,0.012,-51.7,11.7,normal,-0.1639,False,
Node_7,2026-05-21 08:23:33,27,64.47,0.029,-57.4,19.5,normal,-0.204,False,
Node_10,2026-05-21 08:23:33,44,89.64,0.05,-61.4,10.0,normal,-0.1435,False,
Node_9,2026-05-21 08:23:33,20,65.18,0.262,-62.2,123.2,packet_loss,-0.068,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_6,2026-05-21 08:23:33,24,64.29,0.018,-46.0,13.0,normal,-0.1641,False,
Node_5,2026-05-21 08:23:33,30,86.98,0.024,-52.5,24.8,normal,-0.1543,False,
Node_4,2026-05-21 08:23:33,19,85.56,0.079,-48.8,9.9,normal,-0.1465,False,
Node_3,2026-05-21 08:23:33,329,83.47,0.143,-59.5,19.3,suspicious_activity,0.066,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:23:33,30,76.96,0.621,-75.4,62.9,communication_error,0.0242,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:23:33,25,71.92,0.039,-50.5,18.4,normal,-0.2022,False,
Node_10,2026-05-21 08:23:53,23,89.41,0.04,-47.2,19.2,normal,-0.1505,False,
Node_9,2026-05-21 08:23:53,15,65.01,0.298,-50.4,201.1,packet_loss,0.0029,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:23:53,38,75.54,0.027,-53.2,8.0,normal,-0.1691,False,
Node_7,2026-05-21 08:23:53,35,64.35,0.021,-45.8,10.9,normal,-0.1575,False,
Node_6,2026-05-21 08:23:53,2,27.91,0.881,-57.0,422.3,node_failure,0.0745,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:23:53,22,86.78,0.027,-64.0,10.9,normal,-0.1519,False,
Node_4,2026-05-21 08:23:53,42,85.36,0.076,-63.9,21.5,normal,-0.1449,False,
Node_3,2026-05-21 08:23:53,19,83.3,0.061,-59.4,22.6,normal,-0.1718,False,
Node_2,2026-05-21 08:23:53,24,76.87,0.033,-54.5,5.6,normal,-0.1649,False,
Node_1,2026-05-21 08:23:53,42,71.81,0.076,-45.2,24.3,normal,-0.114,False,
Node_10,2026-05-21 08:24:13,16,89.35,0.012,-51.1,19.4,normal,-0.1179,False,
Node_9,2026-05-21 08:24:13,9,64.9,0.298,-52.5,227.0,packet_loss,0.0165,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:24:13,17,75.31,0.024,-56.1,14.5,normal,-0.1699,False,
Node_7,2026-05-21 08:24:13,35,64.16,0.084,-50.1,20.8,node_silence,-0.188,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 08:24:13,1,37.22,0.602,-64.7,385.1,node_failure,0.0338,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_4,2026-05-21 08:24:13,16,85.15,0.054,-50.0,9.4,normal,-0.1536,False,
Node_3,2026-05-21 08:24:13,221,83.18,0.064,-68.5,25.8,suspicious_activity,-0.0052,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:24:13,11,76.71,0.458,-52.1,71.0,communication_error,0.0012,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:24:13,20,71.76,0.041,-55.6,18.8,normal,-0.1968,False,
Node_5,2026-05-21 08:24:13,18,13.08,0.034,-70.1,16.9,energy_drop,-0.0756,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_5,2026-05-21 08:24:33,23,14.69,0.082,-66.3,35.5,energy_drop,-0.098,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_1,2026-05-21 08:24:33,44,71.65,0.062,-53.4,10.5,normal,-0.1865,False,
Node_2,2026-05-21 08:24:33,22,76.47,0.554,-51.3,79.5,communication_error,-0.0015,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_3,2026-05-21 08:24:33,45,83.08,0.067,-53.3,11.9,normal,-0.1679,False,
Node_4,2026-05-21 08:24:33,30,84.98,0.024,-60.4,23.8,normal,-0.1628,False,
Node_6,2026-05-21 08:24:33,2,16.02,0.738,-67.7,270.5,node_failure,0.0211,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_7,2026-05-21 08:24:33,35,64.09,0.067,-55.9,13.4,normal,-0.2058,False,
Node_8,2026-05-21 08:24:33,24,75.2,0.067,-51.6,19.7,normal,-0.1967,False,
Node_9,2026-05-21 08:24:33,18,64.71,0.028,-59.9,5.3,normal,-0.1665,False,
Node_10,2026-05-21 08:24:33,17,89.17,0.048,-63.3,21.5,normal,-0.1399,False,
Node_8,2026-05-21 08:24:53,17,75.13,0.059,-50.6,12.8,normal,-0.175,False,
